add_model,workspace_dir,conversation_idx,session_index,delta_count,session_score,rubric_grounded_in_context,rubric_correct_attribution,rubric_correct_temporal_framing,rubric_no_contradictory_delta,rubric_truly_incremental,rubric_no_history_leakage_as_new,rubric_no_redundant_delta_items,rubric_covers_salient_session_updates,rubric_covers_salient_plans_and_state_changes
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,0,11,15,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,0,12,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,0,13,14,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,0,14,18,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,0,15,14,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,0,16,20,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,0,17,26,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,0,18,7,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,0,19,12,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,1,15,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,2,8,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,3,9,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,4,4,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,5,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,6,5,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,7,7,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,8,19,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,9,17,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,10,12,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,11,16,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,12,6,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,13,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,14,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,15,3,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,16,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,17,6,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,18,13,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,1,19,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,1,14,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,2,15,0.8889,0,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,3,7,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,4,8,0.8889,0,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,5,20,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,6,13,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,7,7,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,8,13,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,9,6,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,10,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,11,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,12,17,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,13,7,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,14,10,0.8889,0,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,15,9,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,16,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,17,9,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,18,15,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,19,18,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,20,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,21,8,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,22,13,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,23,5,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,24,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,25,13,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,26,8,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,27,6,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,28,5,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,29,16,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,30,15,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,31,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,2,32,8,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,1,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,2,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,3,9,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,4,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,5,10,0.8889,0,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,6,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,7,7,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,8,14,0.8889,1,1,1,1,1,1,0,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,9,15,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,10,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,11,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,12,12,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,13,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,14,12,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,15,12,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,16,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,17,16,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,18,12,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,19,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,20,9,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,21,12,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,22,15,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,23,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,24,13,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,25,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,26,18,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,27,14,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,28,14,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,3,29,6,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,1,13,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,2,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,3,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,4,9,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,5,10,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,6,17,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,7,3,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,8,18,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,9,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,10,14,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,11,14,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,12,16,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,13,6,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,14,15,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,15,24,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,16,12,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,17,6,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,18,6,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,19,19,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,20,18,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,21,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,22,15,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,23,5,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,24,9,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,25,8,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,26,26,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,27,34,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,28,12,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,4,29,7,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,5,1,9,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,5,2,11,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,5,3,13,1.0,1,1,1,1,1,1,1,1,1
deepseek,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_deepseek,5,4,11,1.0,1,1,1,1,1,1,1,1,1
